file,page_num,line_num,text,split_ws,split_we,lang,lang_score,perplex,word_count,char_count,garbage_density,symbol,upper,repeated,ldl_fuses,gibberish,word_weird,vowel_ratio,rot_ratio,quality_score,categ,caps_header
CTX193001369,1,1,NĚ KATOVICE,,,ces,1.0,1365.89,2,11,0.0,0,0,0,0,0,0.0,0.5,0.4,0.6699,Noisy,True
CTX193001369,1,2,okr. Brandýs n/L.,,,ces,0.75,687.22,3,17,0.0,0,1,0,0,0,0.0333,0.25,0.5,0.7292,Noisy,False
CTX193001369,1,3,GEC,,,,0.0,0.0,0,3,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Non-text,False
CTX193001369,1,4,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Empty,False
CTX193001369,1,5,"ČSL sTAT""I ARCaACONCCN t., .",,,ces,0.75,2372.11,5,28,0.0357,0,2,0,0,0,0.04,0.3,0.25,0.6133,Noisy,False
CTX193001369,1,6,ŕ : UW Dos & 837mm. i b.,,,ces,0.75,3723.71,8,24,0.0833,1,0,0,0,0,0.1062,0.3,0.8,0.4069,Trash,False
CTX193001369,1,7,UJ - Počet pilo’a,,,ces,0.75,784.59,4,17,0.0588,1,0,0,0,0,0.1,0.5,0.5,0.5962,Noisy,False
CTX193001369,1,8,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Empty,False
CTX193001369,1,9,Hroby se zvôncovymi poháry.,,,ces,0.9685,1007.3,4,27,0.0,0,0,0,0,0,0.0,0.3913,0.6522,0.7774,Clear,False
CTX193001369,1,10,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Empty,False
CTX193001369,1,11,F,,,,0.0,0.0,0,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Non-text,False
CTX193001369,2,1,A.,,,,0.0,0.0,0,2,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Non-text,False
CTX193001369,2,2,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Empty,False
CTX193001369,2,3,NERATOVICE.,,,ces,0.75,673.15,1,11,0.0,0,0,0,0,0,0.0,0.5,0.5,0.8479,Noisy,True
CTX193001369,2,4,okr. Brandýs n/L. GEC,,,ces,0.75,754.6,4,21,0.0,0,1,0,0,0,0.025,0.2667,0.4667,0.7621,Clear,False
CTX193001369,2,5,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Empty,False
CTX193001369,2,6,Hrobyse zvoncovými poháry,,,ces,0.8634,862.21,3,25,0.0,0,0,0,0,0,0.0,0.4348,0.6522,0.8675,Clear,False
CTX193001369,2,7,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Empty,False
CTX193001369,2,8,"Na levém břehu Labe v Neratovicích, v pískovně továrny GEC roz-",,,ces,1.0,515.14,11,63,0.0,0,0,0,0,0,0.0,0.3922,0.5294,0.8405,Clear,False
CTX193001369,2,9,"kládalose větší pohřebiště se zvoncovými poháry, jež bylo v r.1928",,,ces,1.0,261.51,10,66,0.0,0,0,0,0,0,0.0,0.4118,0.5098,0.8525,Clear,False
CTX193001369,2,10,prozkoumáno St.A.0. *ot> 8y A*- * “7 -,,,ces,0.9767,623.89,8,38,0.1316,4,1,0,0,0,0.1625,0.5,0.6111,0.5488,Noisy,False
CTX193001369,2,11,' w.,,,,0.0,0.0,0,4,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Non-text,False
CTX193001369,2,12,"Hrob 1. / 20•A. 1928. / Poloha milodarů nemohla býti zjištěna,",zji,,ces,0.9999,507.9,11,62,0.0161,1,0,0,0,0,0.0364,0.4474,0.3947,0.7619,Clear,False
CTX193001369,2,13,"nebot obsah hrobu / 4 nádoby, nátepní destička a bronzová dýč-",,"štěna,",ces,0.98,497.32,11,62,0.0,0,0,0,0,0,0.0227,0.4167,0.6042,0.8328,Clear,False
CTX193001369,2,14,"ka / byl vybrán teprve způdy, zřícené následkem trvalých dešťů.",,,ces,1.0,415.32,10,63,0.0,0,0,0,0,0,0.0,0.3529,0.5098,0.8658,Clear,False
CTX193001369,2,15,"Nádoba 1. Zvoncový pohár s plochým dnem, tmavě Červený, na nezdobených",,,ces,0.9001,201.36,11,70,0.0,0,0,0,0,0,0.0,0.375,0.625,0.8662,Clear,False
CTX193001369,2,16,"částechvně jší strany jemně leštěný. VtlaČovaná výzdoba, nesoucí dosud",,,ces,1.0,235.85,9,70,0.0,0,1,0,0,0,0.0111,0.4,0.5167,0.9463,Clear,False
CTX193001369,2,17,"stopy bé inkrustace, pokrývá v sedmi vodorovných pruzích celý povrch",,,ces,0.8813,446.04,10,68,0.0,0,0,0,0,0,0.0,0.3621,0.5345,0.8753,Clear,False
CTX193001369,2,18,", poháru. Rozměry : v - 185""mm, pr. okraje - 20 mm, pr. dna - 80 mm.",,,ces,0.9788,296.16,17,68,0.0294,0,0,0,0,1,0.0,0.303,0.6061,0.6836,Noisy,False
CTX193001369,2,19,"Tb.I.,1. ; V., 4. č.neg420.",,,ces,0.75,681.81,5,27,0.037,0,1,0,0,2,0.02,0.25,0.5,0.5035,Noisy,False
CTX193001369,2,20,"Nádoba 2* Zvoncový pohár se zakulaceným, uprostřed promáčknutým dnem,",,,ces,0.9927,355.26,9,69,0.0145,1,0,0,0,0,0.0444,0.386,0.614,0.8611,Clear,False
CTX193001369,2,21,"tmavě červený, na nezdobených částech vnější strany hlazený. Výzdoba",,,ces,1.0,117.34,9,68,0.0,0,0,0,0,0,0.0,0.3793,0.5172,0.921,Clear,False
CTX193001369,2,22,"v některých místech silně bíle inkrustovaná, tvoří 5 vodorovných pruhů,",,,ces,1.0,202.44,10,71,0.0,0,0,0,0,0,0.025,0.3729,0.4576,0.8869,Clear,False
CTX193001369,2,23,pokrývajících ce_lý povrch nádoby až k proláklině ve dnu. Rozměry: v -,,,ces,1.0,293.37,12,70,0.0286,0,0,0,0,0,0.0,0.3818,0.4545,0.814,Clear,False
CTX193001369,2,24,"145 mm, pr. okraje - 167 mm, pr. dna - 57 mm. - •",,,ces,0.75,213.55,14,49,0.0204,1,0,0,0,0,0.0,0.2105,0.6316,0.6409,Noisy,False
CTX193001369,2,25,"Tb.I. ,2. ; V.,2. č. neg. 421.",,,ces,0.75,402.91,7,30,0.0333,0,1,0,0,0,0.0143,0.25,0.5,0.6127,Noisy,False
CTX193001369,2,26,"Nádoba 3. Vysoký, mékce profilovaný pohár, hrubě hnětený ze žlutoše-",,,ces,1.0,223.21,10,68,0.0,0,0,0,0,0,0.0,0.4444,0.5,0.8814,Clear,False
CTX193001369,2,27,"dé hlíny. Rozměry ; v- 144 mm, pr. okraje - 125 mm, pr. dna 65mm:",,,ces,0.9978,357.78,15,65,0.0308,0,0,0,0,1,0.0,0.2941,0.5882,0.6935,Noisy,False
CTX193001369,2,28,"■Tb.I., 3. -C.neg.-421. '",,,ces,0.75,686.31,4,25,0.08,1,1,0,0,0,0.125,0.2857,0.4286,0.4662,Noisy,False
CTX193001369,2,29,"Nádoba 4. Široká mísa s, rovně seříznutým okrajem, přiněmž těsn"" umístS-",,,ces,1.0,172.67,11,72,0.0139,0,1,0,0,0,0.0091,0.3929,0.5179,0.8902,Clear,False
CTX193001369,2,30,no tunelovité ouško. Mísa spočívá na čtyřech nízkých nožkách. Roz/,,,ces,0.9995,225.27,10,66,0.0,0,0,0,0,0,0.0,0.4074,0.463,0.8819,Clear,False
CTX193001369,2,31,"měry : V - 78mm, pr. okraje - 282mm, v. nožek - 12mm. *",,,ces,0.9968,182.39,14,55,0.0364,1,0,0,0,2,0.0,0.28,0.64,0.6708,Noisy,False
CTX193001369,2,32,"Tb. I., č. 4. ; 3, neg: 422,",,,ces,0.75,404.83,8,28,0.0714,0,0,0,0,0,0.0312,0.2857,0.4286,0.568,Noisy,False
CTX193001369,2,33,"5 / Bronzová, dýčka trojúhelníkovitá, s řapem, jehož okraje jsou",,,ces,1.0,349.62,10,64,0.0,0,0,0,0,0,0.025,0.42,0.46,0.8332,Clear,False
CTX193001369,2,34,"mírně zvýšeny zvláště na jedné straně, jež je hladká, kdežto na druhé,",,,ces,1.0,124.18,12,70,0.0,0,0,0,0,0,0.0,0.375,0.4286,0.8781,Clear,False
CTX193001369,2,35,drsnější straně zvýšení není tak patrno. Hrot čepele chybí. Zachovaná,,,ces,1.0,207.7,10,69,0.0,0,0,1,0,0,0.035,0.3793,0.4483,0.9424,Clear,False
CTX193001369,3,1,"délka - 64mm, nejv. šířka - 35 mm’. • .",,,ces,0.9998,281.28,10,39,0.0513,2,0,0,0,1,0.04,0.2778,0.4444,0.6612,Noisy,False
CTX193001369,3,2,"Tb. I. ,5. č,neg.423. . . ' •",,,ces,0.75,535.48,8,29,0.069,1,0,0,0,1,0.0,0.2857,0.4286,0.5174,Noisy,False
CTX193001369,3,3,"6/ Nátepní desička vybroušená ze šedočernéno vrstevnatého kamene,",,,ces,0.9965,471.48,8,65,0.0,0,0,0,0,0,0.0312,0.4364,0.6,0.8462,Clear,False
CTX193001369,3,4,"mírně prohnutá podél delší osy, se čtyřmi otvory v rozích. Na vnější",,,ces,1.0,303.25,12,68,0.0,0,0,0,0,0,0.0,0.4,0.5091,0.8669,Clear,False
CTX193001369,3,5,straně destičkyi j sou zřetelně patrny * 2 9. .,,,ces,1.0,403.71,10,47,0.0213,1,0,0,0,0,0.025,0.3939,0.4848,0.7523,Clear,False
CTX193001369,3,6,", , pričné ryhy, způsobené zpětným",,,ces,1.0,335.03,6,34,0.0,0,0,0,0,0,0.0,0.3846,0.5769,0.794,Clear,False
CTX193001369,3,7,"odrazem tětivy luku. Rozměry : d - 114mm/ při okrajích 111 mm/ , š -",,,ces,1.0,432.18,15,68,0.0147,0,0,0,0,0,0.0567,0.3659,0.4878,0.7273,Noisy,False
CTX193001369,3,8,33 mm. - . ' .,,,,0.0,0.0,0,14,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Non-text,False
CTX193001369,3,9,"Tb.1.,6. č.neg423. j 1 "" ■ •",,,ces,0.75,1632.51,7,28,0.1071,2,0,0,0,1,0.0357,0.1429,0.4286,0.4477,Noisy,False
CTX193001369,3,10,Hrob 1. získal p. Ševčík - viz č.j. 559/29. Aacu. .,,,ces,0.9882,320.98,11,51,0.0,0,0,0,0,0,0.0,0.3462,0.3846,0.7307,Noisy,False
CTX193001369,3,11,Aie 27 “73 -C,,,ces,0.75,1724.44,4,13,0.0769,1,0,0,0,0,0.1,0.75,0.25,0.5223,Noisy,False
CTX193001369,3,12,"Hrob 2. / 26.1X.1928 ./ Kostra, jejíž lebka byla promáčknuta,",,,ces,0.9994,659.57,10,61,0.0,0,0,0,0,0,0.0,0.3611,0.4167,0.7708,Clear,False
CTX193001369,3,13,"spočívala na pravém boku, ve skrčený poloze.. Spodní čelist ležela pod",,,ces,0.9965,276.47,11,70,0.0,0,0,0,0,0,0.0,0.4035,0.5789,0.8885,Clear,False
CTX193001369,3,14,"lebkou. Milodary nenaleženy žádné.’ č.neg. 451,452. Tb. XIV.",,,ces,0.9661,365.35,8,60,0.0167,1,0,0,0,0,0.05,0.4211,0.5789,0.7831,Noisy,False
CTX193001369,3,15,Kopal p. Ševčík - viz č.j. 560 /29. . - - -,,,ces,0.9815,448.27,12,43,0.0,0,0,0,0,0,0.0,0.2941,0.4118,0.6416,Noisy,False
CTX193001369,3,16,. 2 . .,,,,0.0,0.0,0,7,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Non-text,False
CTX193001369,3,17,■ ■ • .. ' . ..,,,,0.0,0.0,0,15,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Non-text,False
CTX193001369,3,18,|H r o b 3. / 1.x.1928. / . Poloha kostry a milodarů nemohla býti,,,ces,0.9949,624.21,15,65,0.0154,1,0,0,0,0,0.0267,0.4324,0.4595,0.6934,Noisy,False
CTX193001369,3,19,"zjištěna, poněvadž, hrob byl nalezen ve zřícené půdě. . ‘",,,ces,1.0,132.13,10,57,0.0175,1,0,0,0,0,0.0,0.3953,0.5349,0.8406,Clear,False
CTX193001369,3,20,"Nádoba 1. Nízký, široký džbánek se slabě sevřeným, nezřetelně odsazeným",odsaze,,ces,1.0,99.4,10,71,0.0,0,0,0,0,0,0.0,0.4138,0.5862,0.8959,Clear,False
CTX193001369,3,21,"hrdlem, jež jest překlenuto páskovým uchem. V největším objemu",,ným,ces,1.0,231.15,9,62,0.0,0,0,0,0,0,0.0,0.3462,0.5769,0.9068,Clear,False
CTX193001369,3,22,břicha jest zaoblený lom. Vyroben jest z jemné tmavěšedé hlíny.,,,ces,0.9991,259.88,10,63,0.0,0,0,0,0,0,0.0,0.3846,0.5385,0.9093,Clear,False
CTX193001369,3,23,"Rozměry ; v - 88mm, pr. okraje - 76mm, v.hrdla - 33mm,pr .dna45mm.",,,ces,0.977,275.54,13,66,0.0152,0,0,0,0,5,0.0,0.2286,0.6,0.7066,Clear,False
CTX193001369,3,24,"Tb.II.,1. Č.neg. 424.",,,ces,0.75,721.23,3,21,0.0,0,1,0,0,0,0.0333,0.375,0.375,0.5996,Noisy,False
CTX193001369,3,25,"Kepel P.r šedstzei, b 565/29 . _",,,ces,0.75,713.5,7,32,0.0312,0,0,0,0,0,0.0,0.3125,0.625,0.6389,Noisy,False
CTX193001369,3,26,"Nádoba 2. polokulovitá mísa s rovně.šeřížnutým , nepatrně rozšířeným",,,ces,1.0,210.62,9,68,0.0,0,0,0,0,0,0.0,0.4286,0.5179,0.8451,Clear,False
CTX193001369,3,27,"okrajem. Povrch žlutošedý, místy slabě lesklý. Rozměry : pr. - 230mm,",,,ces,0.9999,390.49,11,69,0.0145,0,0,0,0,0,0.0,0.3469,0.4898,0.8136,Clear,False
CTX193001369,3,28,"v.- 98mm, š.okraje - 13 mm.",,,ces,0.863,706.25,6,27,0.0,0,0,0,0,1,0.0,0.25,0.5833,0.5855,Noisy,False
CTX193001369,3,29,"Tb.II. ,8. č.neg.424.",,,ces,0.75,668.24,3,21,0.0,0,1,0,0,1,0.0333,0.375,0.375,0.6031,Noisy,False
CTX193001369,3,30,Hrob 2. získal p. Ševčík - viz č.j,,,ces,0.9963,490.93,8,34,0.0,0,0,0,0,0,0.0,0.2727,0.4091,0.7277,Clear,False
CTX193001369,3,31,560/29.,,,,0.0,0.0,0,7,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Non-text,False
CTX193001369,3,32,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Empty,False
CTX193001369,3,33,"Hrob 4. Kostra, spočívající ve skrčené poloze na levém boku, obličejem",obli,,ces,0.9999,320.6,11,70,0.0,0,0,0,0,0,0.0,0.4107,0.5357,0.8582,Clear,False
CTX193001369,3,34,"k východu, byla velmi setlelá, pouze lebka byla poněkud lépe uchována.",u,čejem,ces,1.0,278.21,11,70,0.0,0,0,0,0,0,0.0,0.4561,0.5614,0.9156,Clear,False
CTX193001369,3,35,"U nohou kostry ležely dva zdobené zvoncové poháry, z nichž",,chována.,ces,0.9257,412.06,10,58,0.0,0,0,0,0,0,0.0,0.4167,0.625,0.8671,Clear,False
CTX193001369,3,36,větší spolu s malým džbánkem byly přikryty mísou. Po levé straně pánve,,,ces,1.0,321.56,12,70,0.0,0,0,0,0,0,0.0,0.3966,0.569,0.8957,Clear,False
CTX193001369,3,37,"směrem k míse, byly dva pazourky. 8.neg.453-156. Tb.XV. .",,,ces,0.9999,603.65,9,57,0.0,0,1,0,0,1,0.0111,0.3636,0.6667,0.783,Noisy,False
CTX193001369,4,1,"Nádoba 1. Zvoncový'pohár s plochým dnem, tmavěčervený, místy světlejší .",,,ces,0.9983,213.91,10,72,0.0139,0,0,0,0,0,0.0,0.3684,0.5614,0.8539,Clear,False
CTX193001369,4,2,"t , •",,,,0.0,0.0,0,5,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Non-text,False
CTX193001369,4,3,"na vnější straně jemně leštěný-,- pokrytý čtyřmi pruhy v tlač ovane výzdoby",,,ces,1.0,188.66,12,75,0.0,0,0,0,0,0,0.0,0.3934,0.4754,0.9044,Clear,False
CTX193001369,4,4,"se zcela nepatrnými stopami bílé inkrustace. Rozměry : v- 112mm, pr. okr",,,ces,0.9997,1641.95,12,72,0.0139,0,0,0,0,0,0.0,0.3774,0.5094,0.7236,Clear,False
CTX193001369,4,5,"je - 125mm, pr.dna - 53mm.. - ■ .",,,ces,0.75,557.58,9,33,0.0303,1,0,0,0,1,0.0,0.1818,0.7273,0.5746,Noisy,False
CTX193001369,4,6,"Tb.III.,1.; V,3. . :_neg.425,426. . ■' /",,,ces,0.75,482.68,7,40,0.125,1,1,0,0,0,0.0143,0.4444,0.4444,0.52,Noisy,False
CTX193001369,4,7,"Nádoba 2. Menší zvoncový pohár se zakulaceným, uprostřed promáčknutým .",,,ces,0.9967,319.28,10,71,0.0,0,0,0,0,0,0.0,0.3966,0.5862,0.8513,Clear,False
CTX193001369,4,8,"dnem, zdobený pěti pruhy jednoduchévtlačované výzdoby. Barva' šedožlutá, mj",,,ces,0.9132,304.97,9,75,0.0133,0,0,0,0,0,0.0,0.3968,0.5873,0.9107,Clear,False
CTX193001369,4,9,"místy načervonalá, povrch lesklý,avšak z,větší části odřený. Rozměry;",,,ces,1.0,225.25,8,69,0.0145,0,0,0,0,0,0.0,0.386,0.4386,0.9395,Clear,False
CTX193001369,4,10,"v - 95mm, pr.okraje - 111mm, . *. - 5 . ■",,,ces,0.75,804.48,12,41,0.0488,2,0,1,0,1,0.05,0.2308,0.6154,0.5487,Noisy,False
CTX193001369,4,11,"Tb. 1II.;2./ v.,4. ' ..425,126, 1.. •",,,ces,0.75,981.94,7,37,0.0811,1,0,0,0,0,0.0,0.4,0.4,0.4851,Noisy,False
CTX193001369,4,12,"Nádoba 4.ovitá mísa š vyznačeným dnem a značně rozšířeným, se-",,,ces,0.9999,170.9,10,62,0.0,0,0,0,0,0,0.085,0.4286,0.5918,0.8339,Clear,False
CTX193001369,4,13,"šikmeným okrajem, při němž sedí tunelovité ucho.-Rozměry : pr.okraje - 33",,,ces,1.0,395.94,11,73,0.0137,0,1,0,0,0,0.0091,0.4182,0.4909,0.8465,Clear,False
CTX193001369,4,14,"337mm, pr. dna - 105mm,y -167mm: ■ Mísa jest na vnitřní ""straně červená,",,,ces,0.9999,431.38,13,72,0.0417,1,0,0,0,1,0.0,0.3095,0.5714,0.7567,Clear,False
CTX193001369,4,15,na vnější straně .oranžová se šedožlutými skvrnami. ‘,,,ces,1.0,261.13,8,53,0.0189,1,0,0,0,0,0.0,0.3953,0.4651,0.8118,Clear,False
CTX193001369,4,16,"Tb.III.,4. č. neg, 427. . . "" /",,,ces,0.75,520.23,8,31,0.0323,0,1,0,0,0,0.0125,0.4444,0.3333,0.5604,Noisy,False
